Name,State FIPS,County FIPS,Household Income,Median Age,Median Male Age,Median Female Age,No Education,High School,GED,Some College,Associates Degree,Bachelors Degree,Professional Degree,Doctoral Degree
"Shelby County, Alabama",01,117,74063.0,38.5,37.7,39.3,768.0,25033.0,4511.0,21682.0,10158.0,39369.0,3304.0,1983.0
"St. Clair County, Alabama",01,115,53483.0,40.1,39.0,41.6,565.0,17590.0,4204.0,10014.0,5296.0,6366.0,443.0,443.0
"Winston County, Alabama",01,133,35362.0,44.6,43.7,45.8,313.0,5082.0,1160.0,2106.0,1416.0,1354.0,146.0,110.0
"Baldwin County, Alabama",01,003,52562.0,42.6,41.2,44.0,1131.0,32709.0,7062.0,22319.0,13760.0,29237.0,2885.0,1132.0
"Cullman County, Alabama",01,043,40997.0,40.6,39.5,42.0,773.0,16374.0,3964.0,7643.0,6057.0,5409.0,634.0,208.0
"Elmore County, Alabama",01,051,54981.0,38.5,37.5,39.6,335.0,14206.0,4623.0,7780.0,5110.0,7983.0,603.0,429.0
"Houston County, Alabama",01,069,42803.0,39.6,37.6,41.3,1047.0,18768.0,3926.0,11909.0,6606.0,9418.0,1058.0,488.0
"Jackson County, Alabama",01,071,39281.0,43.0,41.4,44.4,549.0,11989.0,3091.0,4847.0,3256.0,3192.0,161.0,272.0
"Talladega County, Alabama",01,121,39219.0,40.6,39.9,41.3,830.0,15919.0,3787.0,8802.0,4888.0,4620.0,474.0,216.0
"Tuscaloosa County, Alabama",01,125,50513.0,32.3,30.9,33.8,1535.0,31246.0,5545.0,20569.0,8901.0,23230.0,1987.0,2598.0
"Washington County, Alabama",01,129,42185.0,43.5,39.6,46.4,54.0,4589.0,611.0,1453.0,1122.0,785.0,95.0,0.0
"Clay County, Alabama",01,027,37287.0,43.8,43.8,43.8,120.0,2831.0,357.0,1438.0,845.0,562.0,45.0,46.0
"Coffee County, Alabama",01,031,49821.0,39.3,38.3,40.2,477.0,8211.0,1979.0,5541.0,3694.0,5111.0,307.0,266.0
"Morgan County, Alabama",01,103,47529.0,40.1,38.5,41.9,1275.0,19232.0,5289.0,13204.0,7014.0,11822.0,897.0,383.0
"Pike County, Alabama",01,109,35684.0,31.4,28.8,32.8,193.0,5563.0,930.0,2527.0,1114.0,2930.0,149.0,364.0
"Chilton County, Alabama",01,021,43501.0,38.9,38.0,39.7,495.0,10961.0,1941.0,3346.0,1997.0,2809.0,289.0,118.0
"Colbert County, Alabama",01,033,45477.0,42.5,41.1,44.2,333.0,10353.0,2605.0,6556.0,2995.0,4403.0,331.0,176.0
"Coosa County, Alabama",01,037,34792.0,45.9,46.0,45.6,129.0,2552.0,571.0,1332.0,489.0,611.0,12.0,14.0
"Dale County, Alabama",01,045,44711.0,37.1,35.1,39.5,502.0,8412.0,2427.0,6381.0,3179.0,3688.0,270.0,109.0
"Hale County, Alabama",01,065,34679.0,39.8,38.1,42.2,181.0,3654.0,689.0,1304.0,639.0,1008.0,136.0,34.0
"Etowah County, Alabama",01,055,42064.0,40.9,39.8,42.4,1126.0,18681.0,4634.0,13287.0,6006.0,7435.0,918.0,438.0
"DeKalb County, Alabama",01,049,38842.0,39.0,38.2,39.7,1514.0,12867.0,3344.0,5500.0,4255.0,3638.0,428.0,261.0
"Escambia County, Alabama",01,053,35026.0,39.6,38.2,41.2,285.0,8801.0,2545.0,3337.0,1914.0,1956.0,238.0,104.0
"Lamar County, Alabama",01,075,36016.0,44.5,44.1,45.8,141.0,3113.0,623.0,1439.0,737.0,880.0,28.0,44.0
"Randolph County, Alabama",01,111,39485.0,42.7,41.0,44.2,228.0,4508.0,1209.0,1954.0,1311.0,1415.0,89.0,40.0
"Butler County, Alabama",01,013,36326.0,40.7,39.5,41.9,285.0,4862.0,775.0,1783.0,1099.0,1342.0,132.0,112.0
"Mobile County, Alabama",01,097,45802.0,37.3,36.0,38.6,3628.0,76195.0,13756.0,45473.0,22939.0,42066.0,3606.0,2130.0
"Conecuh County, Alabama",01,035,30434.0,44.5,42.9,45.1,161.0,3744.0,464.0,989.0,480.0,458.0,30.0,13.0
"Perry County, Alabama",01,105,22973.0,37.6,35.1,41.0,166.0,1918.0,540.0,850.0,233.0,512.0,11.0,67.0
"Walker County, Alabama",01,127,38872.0,42.3,40.9,43.5,845.0,13270.0,3611.0,6872.0,3966.0,3014.0,442.0,103.0
"Cleburne County, Alabama",01,029,37396.0,41.7,40.8,43.1,173.0,3175.0,712.0,1426.0,463.0,807.0,120.0,38.0
"Greene County, Alabama",01,063,20954.0,42.0,36.4,45.7,128.0,2033.0,123.0,895.0,397.0,486.0,15.0,37.0
"Barbour County, Alabama",01,005,33368.0,39.7,37.9,43.1,342.0,5103.0,1446.0,2110.0,1353.0,1403.0,90.0,69.0
"Bibb County, Alabama",01,007,43404.0,39.8,36.7,43.4,196.0,5581.0,1377.0,2367.0,831.0,1289.0,92.0,99.0
"Bullock County, Alabama",01,011,29655.0,40.8,38.0,42.5,75.0,2336.0,363.0,1059.0,318.0,485.0,115.0,56.0
"Calhoun County, Alabama",01,015,43686.0,39.1,37.7,40.3,942.0,20453.0,4987.0,14458.0,5830.0,8092.0,997.0,740.0
"Chambers County, Alabama",01,017,37342.0,43.0,41.0,44.1,437.0,7346.0,1763.0,3735.0,1785.0,2131.0,273.0,41.0
"Clarke County, Alabama",01,025,33827.0,42.2,40.7,42.7,238.0,6623.0,880.0,2059.0,1165.0,1422.0,85.0,107.0
"Fayette County, Alabama",01,057,36541.0,43.6,41.4,45.1,201.0,3511.0,933.0,1401.0,836.0,1178.0,34.0,37.0
"Montgomery County, Alabama",01,101,46545.0,35.9,34.1,37.4,2085.0,30433.0,7772.0,23556.0,9835.0,28898.0,3348.0,2058.0
"Marshall County, Alabama",01,095,41104.0,38.8,37.2,40.2,1664.0,15359.0,4423.0,9772.0,5276.0,7353.0,512.0,311.0
"Blount County, Alabama",01,009,47412.0,40.9,39.8,42.4,699.0,10553.0,2187.0,5469.0,4952.0,3416.0,216.0,162.0
"Henry County, Alabama",01,067,45569.0,43.5,41.6,45.5,239.0,3398.0,707.0,1843.0,925.0,1087.0,117.0,35.0
"Madison County, Alabama",01,089,61318.0,38.2,36.8,39.6,2039.0,39974.0,10551.0,36640.0,20143.0,60410.0,3758.0,4228.0
"Autauga County, Alabama",01,001,55317.0,37.8,36.8,39.0,324.0,10226.0,2137.0,5321.0,2804.0,5316.0,426.0,376.0
"Tallapoosa County, Alabama",01,123,42181.0,43.3,42.3,44.8,364.0,7952.0,1776.0,3976.0,2429.0,3474.0,321.0,150.0
"Geneva County, Alabama",01,061,39293.0,42.7,41.7,43.9,217.0,5231.0,1424.0,2817.0,1760.0,1407.0,66.0,0.0
"Wilcox County, Alabama",01,131,27012.0,40.5,39.5,41.8,218.0,2878.0,252.0,976.0,383.0,578.0,59.0,27.0
"Kodiak Island Borough, Alaska",02,150,74167.0,33.1,32.8,33.4,60.0,2092.0,504.0,1753.0,737.0,1374.0,88.0,19.0
"Denali Borough, Alaska",02,068,83295.0,38.4,42.9,35.8,0.0,387.0,67.0,277.0,73.0,483.0,16.0,15.0
"Valdez-Cordova Census Area, Alaska",02,261,86019.0,40.0,40.1,38.7,21.0,1613.0,176.0,1197.0,558.0,1475.0,61.0,27.0
"Kenai Peninsula Borough, Alaska",02,122,65279.0,40.6,40.1,41.2,235.0,9877.0,2575.0,8333.0,3653.0,6139.0,459.0,200.0
"Aleutians West Census Area, Alaska",02,016,85192.0,37.7,39.1,34.8,7.0,1486.0,136.0,983.0,273.0,517.0,9.0,18.0
"Bristol Bay Borough, Alaska",02,060,79500.0,41.8,44.0,40.3,1.0,208.0,19.0,164.0,47.0,99.0,0.0,0.0
"Northwest Arctic Borough, Alaska",02,188,61533.0,26.6,27.3,25.9,22.0,1552.0,350.0,546.0,197.0,292.0,21.0,9.0
"Bethel Census Area, Alaska",02,050,53853.0,26.9,27.4,26.4,60.0,3611.0,670.0,1196.0,403.0,748.0,90.0,25.0
"North Slope Borough, Alaska",02,185,77266.0,34.6,37.4,31.1,7.0,2289.0,305.0,1409.0,443.0,707.0,6.0,20.0
"Sitka City and Borough, Alaska",02,220,70765.0,38.9,37.5,40.4,34.0,1252.0,383.0,968.0,621.0,1210.0,167.0,126.0
"Fairbanks North Star Borough, Alaska",02,090,76250.0,31.0,29.9,32.1,263.0,10172.0,3248.0,13390.0,5994.0,12885.0,1073.0,1146.0
"Ketchikan Gateway Borough, Alaska",02,130,67321.0,39.5,39.0,40.0,71.0,2270.0,618.0,1805.0,725.0,1534.0,167.0,71.0
"Matanuska-Susitna Borough, Alaska",02,170,74887.0,34.9,34.7,35.3,358.0,16670.0,4076.0,13892.0,6085.0,8812.0,714.0,368.0
"Yakutat City and Borough, Alaska",02,282,64583.0,39.4,43.3,32.5,0.0,179.0,16.0,108.0,15.0,81.0,3.0,2.0
"Nome Census Area, Alaska",02,180,53821.0,27.9,28.7,27.2,0.0,2005.0,365.0,849.0,194.0,534.0,48.0,20.0
"Dillingham Census Area, Alaska",02,070,58708.0,30.1,31.6,28.5,25.0,983.0,129.0,463.0,138.0,285.0,71.0,23.0
"Haines Borough, Alaska",02,100,70640.0,45.0,44.7,46.1,1.0,464.0,67.0,436.0,111.0,403.0,89.0,5.0
"Juneau City and Borough, Alaska",02,110,90749.0,38.0,37.9,38.2,65.0,3397.0,1186.0,4655.0,1598.0,5832.0,589.0,332.0
"Lake and Peninsula Borough, Alaska",02,164,45208.0,32.3,35.3,28.7,9.0,310.0,46.0,145.0,24.0,66.0,27.0,0.0
"Southeast Fairbanks Census Area, Alaska",02,240,63866.0,36.6,38.1,34.4,20.0,1246.0,236.0,1004.0,387.0,449.0,39.0,15.0
"Yukon-Koyukuk Census Area, Alaska",02,290,37819.0,34.7,35.3,34.0,14.0,1191.0,246.0,653.0,158.0,255.0,2.0,6.0
"Anchorage Municipality, Alaska",02,020,82271.0,33.1,32.3,33.9,2138.0,36897.0,8788.0,36972.0,16763.0,42216.0,5077.0,2337.0
"Aleutians East Borough, Alaska",02,013,66607.0,42.7,42.4,44.3,4.0,972.0,91.0,578.0,184.0,196.0,0.0,19.0
"Prince of Wales-Hyder Census Area, Alaska",02,198,52114.0,41.0,41.9,40.2,3.0,1395.0,288.0,1038.0,260.0,478.0,31.0,30.0
"Wrangell City and Borough, Alaska",02,275,56094.0,49.1,49.7,48.5,2.0,612.0,68.0,319.0,151.0,239.0,8.0,9.0
"Hoonah-Angoon Census Area, Alaska",02,105,57900.0,48.9,49.0,48.7,0.0,544.0,72.0,324.0,100.0,248.0,16.0,9.0
"Skagway Municipality, Alaska",02,230,70673.0,42.9,43.7,41.7,3.0,144.0,50.0,200.0,65.0,203.0,0.0,9.0
"Petersburg Borough, Alaska",02,195,63490.0,41.7,39.8,43.0,0.0,576.0,76.0,423.0,167.0,429.0,7.0,3.0
"Kusilvak Census Area, Alaska",02,158,36468.0,24.0,24.6,23.3,28.0,1768.0,280.0,509.0,86.0,119.0,0.0,2.0
"Pima County, Arizona",04,019,48676.0,38.2,36.6,39.9,8449.0,122630.0,27208.0,120296.0,58384.0,121598.0,15099.0,13699.0
"Maricopa County, Arizona",04,013,58580.0,36.0,34.9,37.2,40538.0,525186.0,96708.0,467510.0,231276.0,546841.0,52841.0,32641.0
"Gila County, Arizona",04,007,41179.0,49.3,48.0,50.8,212.0,8992.0,1616.0,7543.0,3414.0,4513.0,463.0,323.0
"Graham County, Arizona",04,009,48173.0,33.1,33.3,32.4,233.0,5393.0,1927.0,4995.0,2211.0,2120.0,172.0,65.0
"Santa Cruz County, Arizona",04,023,39630.0,36.6,34.0,39.0,753.0,6468.0,1157.0,4676.0,1529.0,4380.0,418.0,157.0
"Cochise County, Arizona",04,003,47847.0,40.5,39.0,42.4,786.0,15666.0,4443.0,18534.0,9956.0,12916.0,897.0,575.0
"La Paz County, Arizona",04,012,36479.0,56.0,56.1,55.8,233.0,4827.0,920.0,2816.0,863.0,1145.0,34.0,110.0
"Mohave County, Arizona",04,015,41567.0,50.4,49.5,51.4,1667.0,45308.0,9418.0,29495.0,12118.0,12194.0,1544.0,634.0
"Apache County, Arizona",04,001,32360.0,34.2,33.5,35.0,1821.0,13076.0,1349.0,10384.0,3078.0,3340.0,112.0,221.0
"Coconino County, Arizona",04,005,53523.0,30.6,30.7,30.6,1091.0,15036.0,2210.0,14246.0,7564.0,16933.0,1602.0,1917.0
"Yavapai County, Arizona",04,025,48259.0,52.2,50.9,53.6,1177.0,36212.0,7282.0,34795.0,16265.0,24698.0,3061.0,2082.0
"Yuma County, Arizona",04,027,43253.0,34.1,32.5,36.2,3356.0,27185.0,5953.0,21889.0,9148.0,11782.0,1035.0,407.0
"Greenlee County, Arizona",04,011,56298.0,33.4,32.3,35.5,56.0,1613.0,548.0,1427.0,563.0,560.0,11.0,13.0
"Navajo County, Arizona",04,017,38798.0,35.9,34.9,37.4,1540.0,17159.0,3324.0,15470.0,5238.0,6428.0,497.0,447.0
"Pinal County, Arizona",04,021,52628.0,38.5,37.4,39.7,3692.0,64895.0,17630.0,49133.0,25370.0,32987.0,1903.0,1933.0
"White County, Arkansas",05,145,44074.0,36.3,35.3,37.2,501.0,16122.0,3340.0,6184.0,3699.0,6153.0,553.0,865.0
"Nevada County, Arkansas",05,099,36995.0,43.8,37.2,46.5,46.0,2303.0,316.0,786.0,384.0,676.0,43.0,33.0
"St. Francis County, Arkansas",05,123,33102.0,38.4,36.9,40.6,279.0,5375.0,1910.0,3044.0,1301.0,998.0,88.0,49.0
"Pulaski County, Arkansas",05,119,48850.0,36.7,35.1,38.2,2472.0,59648.0,10445.0,46976.0,17243.0,55304.0,7320.0,4890.0
"Clay County, Arkansas",05,021,32219.0,43.4,42.5,44.7,224.0,3316.0,1096.0,1429.0,582.0,725.0,65.0,10.0
"Cross County, Arkansas",05,037,41081.0,40.7,38.0,42.5,269.0,4280.0,757.0,1231.0,605.0,905.0,99.0,29.0
"Dallas County, Arkansas",05,039,35794.0,43.7,41.9,45.7,68.0,2116.0,142.0,818.0,332.0,569.0,26.0,3.0
"Drew County, Arkansas",05,043,36092.0,36.5,33.7,39.5,208.0,3717.0,723.0,1808.0,690.0,1399.0,76.0,149.0
"Columbia County, Arkansas",05,027,37072.0,36.2,33.8,37.3,84.0,5479.0,530.0,1958.0,734.0,1997.0,102.0,151.0
"Randolph County, Arkansas",05,121,35930.0,42.2,41.1,44.0,96.0,3545.0,870.0,1876.0,1033.0,1182.0,15.0,61.0
"Saline County, Arkansas",05,125,58985.0,39.0,38.4,39.9,504.0,21663.0,4039.0,14078.0,6588.0,13140.0,1127.0,794.0
"Van Buren County, Arkansas",05,141,34428.0,47.6,46.5,48.8,119.0,4437.0,1170.0,1826.0,671.0,946.0,173.0,54.0
"Boone County, Arkansas",05,009,40727.0,42.2,40.3,43.7,246.0,6730.0,1671.0,5094.0,1942.0,2721.0,114.0,183.0
"Izard County, Arkansas",05,065,39135.0,48.0,47.0,50.4,129.0,2920.0,922.0,1618.0,1037.0,874.0,23.0,31.0
"Independence County, Arkansas",05,063,39945.0,39.8,37.8,41.5,409.0,7548.0,1883.0,3777.0,1863.0,2861.0,281.0,227.0
"Lincoln County, Arkansas",05,079,38873.0,38.6,36.9,43.9,134.0,4112.0,1246.0,1145.0,486.0,576.0,26.0,32.0
"Logan County, Arkansas",05,083,37982.0,42.2,41.4,42.8,145.0,5514.0,1251.0,2310.0,907.0,1324.0,55.0,16.0
"Grant County, Arkansas",05,053,49968.0,39.9,39.6,40.7,82.0,4227.0,1064.0,1782.0,957.0,1577.0,60.0,114.0
"Crittenden County, Arkansas",05,035,38558.0,35.0,33.1,35.9,433.0,9395.0,1714.0,5048.0,1975.0,3440.0,279.0,173.0
"Franklin County, Arkansas",05,047,39472.0,41.4,40.3,42.0,162.0,3960.0,894.0,1674.0,825.0,1060.0,30.0,64.0
"Faulkner County, Arkansas",05,045,50316.0,32.3,31.7,32.9,621.0,18026.0,4463.0,12749.0,5664.0,13732.0,924.0,1190.0
"Pike County, Arkansas",05,109,36893.0,41.8,41.7,42.1,92.0,2222.0,543.0,1210.0,551.0,609.0,51.0,45.0
"Jefferson County, Arkansas",05,069,37630.0,39.0,36.7,41.1,467.0,15100.0,3157.0,7539.0,2861.0,5136.0,405.0,380.0
"Marion County, Arkansas",05,089,36113.0,51.8,51.4,51.9,58.0,3885.0,810.0,2122.0,935.0,1270.0,84.0,56.0
"Montgomery County, Arkansas",05,097,35252.0,50.0,49.0,50.7,49.0,2106.0,390.0,967.0,517.0,511.0,31.0,30.0
"Scott County, Arkansas",05,127,37396.0,41.2,39.6,42.9,175.0,2376.0,534.0,946.0,431.0,368.0,60.0,42.0
"Searcy County, Arkansas",05,129,36716.0,47.3,46.1,48.5,43.0,2073.0,479.0,816.0,420.0,429.0,24.0,13.0
"Sebastian County, Arkansas",05,131,40932.0,37.3,36.0,39.1,1315.0,21470.0,5355.0,13669.0,6847.0,11009.0,1041.0,696.0
"Crawford County, Arkansas",05,033,43504.0,38.7,38.2,39.3,578.0,13051.0,3296.0,6137.0,3487.0,4184.0,280.0,212.0
"Benton County, Arkansas",05,007,61271.0,35.2,34.4,35.9,2124.0,41100.0,7463.0,23752.0,9044.0,34624.0,2769.0,1238.0
"Chicot County, Arkansas",05,017,32412.0,43.3,41.0,45.8,87.0,2496.0,652.0,1393.0,325.0,727.0,55.0,37.0
"Hot Spring County, Arkansas",05,059,40626.0,41.7,39.6,43.4,219.0,7474.0,2362.0,3398.0,1863.0,2077.0,98.0,76.0
"Johnson County, Arkansas",05,071,35758.0,37.8,36.8,38.4,195.0,5675.0,1748.0,1853.0,655.0,1714.0,52.0,113.0
"Lee County, Arkansas",05,077,27901.0,41.9,38.8,45.8,98.0,2107.0,602.0,819.0,327.0,395.0,15.0,2.0
"Madison County, Arkansas",05,087,42894.0,42.5,41.3,43.5,124.0,4088.0,917.0,1264.0,559.0,793.0,80.0,101.0
"Desha County, Arkansas",05,041,27036.0,40.2,40.2,40.1,112.0,2821.0,455.0,924.0,392.0,722.0,30.0,15.0
"Fulton County, Arkansas",05,049,36051.0,48.1,46.6,49.1,98.0,2997.0,481.0,1371.0,506.0,687.0,17.0,9.0
"Howard County, Arkansas",05,061,34851.0,38.5,38.2,39.1,95.0,2753.0,373.0,1676.0,623.0,1023.0,51.0,0.0
"Garland County, Arkansas",05,051,41672.0,44.7,43.1,46.1,510.0,17552.0,4246.0,14550.0,5578.0,9096.0,855.0,618.0
"Mississippi County, Arkansas",05,093,36417.0,36.1,34.4,37.4,409.0,8667.0,2269.0,4125.0,2054.0,2227.0,173.0,228.0
"Pope County, Arkansas",05,115,40668.0,34.9,34.2,35.9,513.0,11000.0,2635.0,5947.0,2091.0,5826.0,525.0,358.0
"Prairie County, Arkansas",05,117,41244.0,45.7,45.1,47.5,56.0,2038.0,508.0,848.0,459.0,602.0,57.0,7.0
"Union County, Arkansas",05,139,41106.0,39.7,38.4,41.1,421.0,8420.0,1471.0,4046.0,1896.0,3928.0,315.0,120.0
"Woodruff County, Arkansas",05,147,30097.0,45.3,45.2,45.5,44.0,1738.0,302.0,525.0,263.0,436.0,8.0,0.0
"Cleburne County, Arkansas",05,023,42312.0,48.9,47.7,49.8,208.0,6042.0,1330.0,2819.0,1226.0,1800.0,258.0,178.0
"Cleveland County, Arkansas",05,025,44840.0,42.6,41.3,44.0,34.0,2221.0,363.0,786.0,356.0,641.0,65.0,12.0
"Jackson County, Arkansas",05,067,32783.0,40.5,40.2,41.5,189.0,3749.0,1628.0,1652.0,653.0,755.0,0.0,34.0
"Hempstead County, Arkansas",05,057,38701.0,38.9,39.2,38.7,272.0,4980.0,656.0,2073.0,1106.0,1228.0,51.0,65.0
"Sharp County, Arkansas",05,135,31792.0,47.3,46.4,48.8,146.0,4112.0,1077.0,1778.0,1048.0,762.0,85.0,40.0
"Stone County, Arkansas",05,137,33091.0,49.5,47.3,51.5,300.0,2466.0,602.0,1415.0,757.0,698.0,193.0,0.0
"Washington County, Arkansas",05,143,47452.0,31.5,30.7,32.4,1760.0,29301.0,6489.0,20530.0,6703.0,25446.0,3649.0,2753.0
"Greene County, Arkansas",05,055,45566.0,37.7,36.8,38.7,380.0,9413.0,3078.0,4400.0,1540.0,3204.0,175.0,152.0
"Baxter County, Arkansas",05,005,40072.0,51.8,50.4,52.9,162.0,8931.0,2173.0,5200.0,2597.0,3914.0,307.0,162.0
"Ashley County, Arkansas",05,003,36407.0,41.8,39.1,43.5,242.0,5003.0,880.0,2485.0,704.0,1333.0,57.0,47.0
"Craighead County, Arkansas",05,031,45672.0,34.0,32.7,35.4,675.0,16734.0,5403.0,9884.0,4580.0,11235.0,1108.0,928.0
"Lafayette County, Arkansas",05,073,32500.0,45.8,43.9,47.1,77.0,1741.0,385.0,639.0,354.0,612.0,40.0,23.0
"Perry County, Arkansas",05,105,46168.0,43.7,42.5,44.4,34.0,2350.0,552.0,1078.0,535.0,692.0,21.0,27.0
"Yell County, Arkansas",05,149,39696.0,39.7,38.3,41.8,311.0,5339.0,885.0,1741.0,397.0,1415.0,94.0,57.0
"Phillips County, Arkansas",05,107,26652.0,38.2,35.6,40.1,300.0,3127.0,759.0,2118.0,1126.0,863.0,106.0,76.0
"Poinsett County, Arkansas",05,111,37487.0,39.7,38.5,42.1,178.0,5597.0,1437.0,2360.0,826.0,1160.0,43.0,68.0
"Sevier County, Arkansas",05,133,43675.0,35.0,33.3,35.7,299.0,2920.0,785.0,1647.0,597.0,699.0,28.0,40.0
"Calhoun County, Arkansas",05,013,37225.0,45.2,42.3,47.1,7.0,1555.0,219.0,409.0,292.0,302.0,10.0,30.0
"Clark County, Arkansas",05,019,37144.0,33.8,31.7,36.0,153.0,3558.0,627.0,2154.0,1050.0,2165.0,145.0,251.0
"Bradley County, Arkansas",05,011,36310.0,40.6,39.5,41.3,113.0,2819.0,360.0,1126.0,426.0,736.0,29.0,18.0
"Lawrence County, Arkansas",05,075,37603.0,42.0,40.6,43.1,182.0,3642.0,877.0,1595.0,770.0,1198.0,22.0,56.0
"Monroe County, Arkansas",05,095,31584.0,46.1,45.6,46.5,86.0,1947.0,273.0,836.0,218.0,379.0,17.0,0.0
"Polk County, Arkansas",05,113,33870.0,43.8,42.9,44.9,190.0,4300.0,1299.0,2159.0,1252.0,1110.0,77.0,85.0
"Conway County, Arkansas",05,029,39638.0,41.2,39.0,43.5,188.0,5278.0,1064.0,1794.0,956.0,1500.0,89.0,109.0
"Ouachita County, Arkansas",05,103,32136.0,42.8,41.8,44.1,262.0,6278.0,807.0,2315.0,1186.0,1549.0,106.0,72.0
"Newton County, Arkansas",05,101,38134.0,48.8,48.4,49.2,54.0,2024.0,337.0,912.0,300.0,582.0,27.0,36.0
"Arkansas County, Arkansas",05,001,38532.0,40.9,39.9,41.2,201.0,4208.0,752.0,2152.0,732.0,1241.0,30.0,75.0
"Little River County, Arkansas",05,081,36963.0,42.5,41.5,43.5,66.0,3006.0,612.0,1527.0,580.0,661.0,18.0,5.0
"Lonoke County, Arkansas",05,085,57290.0,35.8,34.6,36.8,438.0,12880.0,3181.0,7825.0,4526.0,6732.0,388.0,163.0
"Carroll County, Arkansas",05,015,39686.0,44.6,44.0,45.5,149.0,5764.0,1256.0,3390.0,1189.0,2302.0,145.0,277.0
"Miller County, Arkansas",05,091,41862.0,38.5,36.4,40.9,234.0,8796.0,2123.0,5302.0,1437.0,3211.0,218.0,148.0
"Modoc County, California",06,049,39296.0,47.8,47.4,48.5,27.0,1818.0,269.0,768.0,780.0,859.0,50.0,0.0
"Merced County, California",06,047,46338.0,30.8,30.0,31.5,7208.0,33373.0,5929.0,24362.0,11279.0,14006.0,1337.0,1135.0
"Lake County, California",06,033,40446.0,45.8,44.2,47.5,616.0,11825.0,2217.0,8291.0,5594.0,4588.0,577.0,273.0
"Mariposa County, California",06,043,51385.0,51.1,50.9,51.6,94.0,3407.0,445.0,2668.0,1159.0,2017.0,253.0,132.0
"Yuba County, California",06,115,51776.0,32.4,31.4,33.4,846.0,9714.0,1729.0,10349.0,4920.0,5573.0,406.0,84.0
"Contra Costa County, California",06,013,88456.0,39.2,37.9,40.5,13662.0,121135.0,16084.0,122600.0,63297.0,198521.0,22425.0,14617.0
"Inyo County, California",06,027,51500.0,45.6,44.7,46.8,247.0,3675.0,339.0,2247.0,990.0,2103.0,160.0,166.0
"Lassen County, California",06,035,54083.0,36.2,34.0,43.8,126.0,5055.0,2210.0,3413.0,2124.0,1761.0,248.0,120.0
"Stanislaus County, California",06,099,54260.0,33.9,32.7,35.0,10852.0,82537.0,12280.0,57600.0,25667.0,38138.0,4612.0,1748.0
"Santa Barbara County, California",06,083,68023.0,33.7,32.5,34.9,7108.0,41020.0,6492.0,43909.0,21029.0,54031.0,7370.0,6240.0
"Sonoma County, California",06,097,71769.0,41.4,39.9,43.2,6888.0,58588.0,9412.0,62210.0,33585.0,77016.0,9981.0,5073.0
"Tehama County, California",06,103,42512.0,41.1,39.6,43.1,1049.0,11809.0,2157.0,8706.0,3333.0,4202.0,521.0,122.0
"Imperial County, California",06,025,44779.0,32.2,31.0,33.5,4145.0,21224.0,4306.0,20465.0,6974.0,10692.0,742.0,187.0
"Mono County, California",06,051,60595.0,38.3,38.7,36.9,9.0,1674.0,161.0,2295.0,659.0,2250.0,164.0,29.0
"San Benito County, California",06,069,80760.0,35.4,34.7,36.3,1118.0,8202.0,1010.0,7378.0,3403.0,4980.0,453.0,261.0
"Alameda County, California",06,001,85743.0,37.3,36.4,38.2,27116.0,185282.0,18514.0,158154.0,73976.0,293137.0,34121.0,32665.0
"Sacramento County, California",06,067,60239.0,35.9,34.6,37.1,28405.0,195780.0,28365.0,177673.0,96992.0,196514.0,22412.0,10702.0
"El Dorado County, California",06,017,74885.0,45.5,44.6,46.3,986.0,24471.0,4010.0,25363.0,14291.0,28348.0,3416.0,1885.0
"Napa County, California",06,055,79637.0,40.8,39.7,42.2,2217.0,15526.0,2199.0,16198.0,8560.0,22344.0,2977.0,1418.0
"San Diego County, California",06,073,70588.0,35.4,34.1,36.8,41778.0,360572.0,48010.0,366929.0,183059.0,505483.0,60233.0,45618.0
"Monterey County, California",06,053,63249.0,33.9,33.3,34.6,8663.0,47285.0,9324.0,37394.0,21899.0,39587.0,5241.0,3414.0
"San Francisco County, California",06,075,96265.0,38.3,38.1,38.6,20152.0,74941.0,9131.0,75714.0,36288.0,228294.0,33789.0,18718.0
"Sierra County, California",06,091,44190.0,55.0,53.9,58.1,0.0,564.0,24.0,658.0,253.0,344.0,20.0,17.0
"Tulare County, California",06,107,44871.0,30.6,29.9,31.3,11836.0,59476.0,9390.0,42516.0,19331.0,24752.0,2505.0,1130.0
"Yolo County, California",06,113,61621.0,30.9,30.4,31.5,2739.0,20176.0,3256.0,17187.0,8198.0,25761.0,4996.0,6487.0
"Humboldt County, California",06,023,43718.0,37.7,37.2,38.5,813.0,18790.0,3172.0,17821.0,8582.0,17668.0,2115.0,1263.0
"Nevada County, California",06,057,60610.0,49.8,48.1,51.7,283.0,12076.0,1809.0,14832.0,8073.0,17134.0,2156.0,941.0
"Alpine County, California",06,003,63438.0,44.9,47.3,44.8,8.0,236.0,41.0,158.0,42.0,121.0,10.0,20.0
"Madera County, California",06,039,48210.0,33.7,32.6,34.7,3755.0,20471.0,3356.0,17525.0,7595.0,8945.0,913.0,602.0
"Mendocino County, California",06,045,46528.0,42.4,40.2,44.3,747.0,14116.0,2064.0,11392.0,4818.0,10117.0,1179.0,752.0
"Santa Cruz County, California",06,087,73663.0,37.3,36.2,38.6,3291.0,23806.0,3785.0,29354.0,16153.0,41971.0,5156.0,4869.0
"Trinity County, California",06,105,36563.0,51.4,51.4,51.4,53.0,2994.0,225.0,2402.0,842.0,1556.0,52.0,52.0
