Name,State FIPS,County FIPS,Household Income,Median Age,Median Male Age,Median Female Age,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Other,No Education,High School,GED,Some College,Associates Degree,Bachelors Degree,Professional Degree,Doctoral Degree
"Charles Mix County, South Dakota",46,023,44104.0,36.0,35.3,37.9,5949.0,5.0,2971.0,21.0,10.0,22.0,7.0,1810.0,350.0,1025.0,633.0,728.0,75.0,36.0
"Hanson County, South Dakota",46,061,62448.0,36.2,36.3,36.0,3196.0,157.0,38.0,0.0,0.0,0.0,0.0,618.0,133.0,266.0,290.0,360.0,11.0,1.0
"McCook County, South Dakota",46,087,60808.0,40.7,39.6,41.7,5276.0,45.0,47.0,0.0,0.0,86.0,4.0,1105.0,117.0,469.0,504.0,575.0,19.0,23.0
"Marshall County, South Dakota",46,091,60948.0,41.3,38.8,43.6,4131.0,23.0,353.0,1.0,0.0,169.0,2.0,1005.0,69.0,414.0,548.0,593.0,44.0,24.0
"Mellette County, South Dakota",46,095,31165.0,32.8,35.1,32.4,853.0,0.0,1191.0,0.0,0.0,0.0,7.0,384.0,95.0,175.0,69.0,166.0,0.0,0.0
"Moody County, South Dakota",46,101,56233.0,40.3,39.0,42.5,5192.0,38.0,734.0,136.0,0.0,18.0,26.0,1271.0,160.0,747.0,440.0,841.0,17.0,12.0
"Perkins County, South Dakota",46,105,50450.0,47.0,47.4,46.7,2837.0,3.0,83.0,0.0,0.0,5.0,2.0,694.0,119.0,334.0,249.0,276.0,38.0,6.0
"Pennington County, South Dakota",46,103,52245.0,37.8,36.5,39.3,89759.0,1282.0,9653.0,1218.0,81.0,583.0,449.0,16620.0,3616.0,12254.0,8254.0,14214.0,1130.0,897.0
"Todd County, South Dakota",46,121,26285.0,24.4,23.3,25.8,888.0,32.0,7805.0,131.0,0.0,0.0,0.0,1069.0,316.0,945.0,276.0,515.0,43.0,19.0
"Union County, South Dakota",46,127,65434.0,41.1,40.0,42.8,14066.0,105.0,126.0,154.0,0.0,128.0,37.0,2518.0,471.0,1407.0,1256.0,1964.0,237.0,181.0
"Miner County, South Dakota",46,097,50658.0,42.0,41.9,42.1,2169.0,23.0,8.0,7.0,0.0,17.0,0.0,545.0,46.0,209.0,187.0,234.0,22.0,20.0
"Lyman County, South Dakota",46,085,47113.0,36.0,33.9,37.7,2236.0,2.0,1569.0,18.0,3.0,0.0,0.0,817.0,112.0,350.0,233.0,332.0,17.0,2.0
"Ziebach County, South Dakota",46,137,35000.0,30.5,30.9,30.0,668.0,1.0,2117.0,29.0,0.0,2.0,25.0,498.0,120.0,237.0,174.0,192.0,6.0,8.0
"Deuel County, South Dakota",46,039,57969.0,44.7,42.6,46.6,4264.0,0.0,3.0,0.0,0.0,0.0,52.0,1166.0,88.0,354.0,337.0,458.0,41.0,15.0
"Spink County, South Dakota",46,115,52000.0,44.1,43.6,44.6,6261.0,8.0,124.0,0.0,14.0,15.0,28.0,1508.0,168.0,726.0,495.0,752.0,53.0,12.0
"Bon Homme County, South Dakota",46,009,52923.0,43.5,40.4,49.7,6215.0,94.0,370.0,98.0,0.0,61.0,11.0,1444.0,436.0,722.0,649.0,660.0,68.0,43.0
"Brule County, South Dakota",46,015,50870.0,40.5,36.9,43.5,4575.0,0.0,551.0,17.0,0.0,4.0,2.0,901.0,92.0,539.0,443.0,642.0,50.0,35.0
"Brookings County, South Dakota",46,011,53473.0,26.7,27.0,26.4,31241.0,533.0,359.0,982.0,9.0,189.0,50.0,4265.0,623.0,2412.0,1583.0,4629.0,228.0,766.0
"Fall River County, South Dakota",46,047,48862.0,50.9,49.5,52.4,5886.0,47.0,380.0,108.0,0.0,115.0,0.0,1373.0,247.0,1039.0,624.0,944.0,51.0,45.0
"Gregory County, South Dakota",46,053,42679.0,45.8,43.0,48.7,3728.0,0.0,304.0,22.0,0.0,36.0,18.0,940.0,99.0,474.0,264.0,509.0,25.0,11.0
"Hamlin County, South Dakota",46,057,61784.0,35.2,35.0,35.3,5740.0,10.0,44.0,19.0,0.0,46.0,1.0,1384.0,132.0,401.0,407.0,597.0,23.0,18.0
"Carroll County, Tennessee",47,017,38201.0,43.0,41.0,44.6,24405.0,2786.0,104.0,92.0,38.0,71.0,288.0,6728.0,1315.0,2490.0,785.0,1931.0,69.0,128.0
"Chester County, Tennessee",47,023,43740.0,36.2,35.5,37.5,14794.0,1653.0,8.0,81.0,0.0,320.0,145.0,3582.0,895.0,1821.0,623.0,983.0,70.0,196.0
"Decatur County, Tennessee",47,039,36427.0,45.7,44.2,46.5,11044.0,341.0,0.0,35.0,0.0,9.0,93.0,3053.0,665.0,1111.0,481.0,656.0,30.0,35.0
"Davidson County, Tennessee",47,037,53419.0,34.3,33.7,35.0,431649.0,185732.0,2033.0,23932.0,437.0,17907.0,7120.0,89773.0,16800.0,66804.0,29900.0,114156.0,12817.0,9058.0
"Jackson County, Tennessee",47,087,33933.0,46.9,46.5,47.0,11201.0,72.0,0.0,5.0,0.0,79.0,212.0,3201.0,793.0,895.0,489.0,409.0,25.0,70.0
"McNairy County, Tennessee",47,109,34353.0,42.7,41.1,44.3,23851.0,1486.0,42.0,35.0,0.0,44.0,233.0,6454.0,1534.0,2058.0,1070.0,1497.0,110.0,63.0
"Perry County, Tennessee",47,135,31503.0,43.5,40.9,44.7,7436.0,261.0,27.0,24.0,0.0,0.0,49.0,1719.0,384.0,883.0,288.0,400.0,49.0,15.0
"Roane County, Tennessee",47,145,45407.0,46.5,45.5,47.7,49932.0,1251.0,183.0,387.0,0.0,127.0,504.0,11147.0,3493.0,4815.0,3310.0,4461.0,372.0,423.0
"Bradley County, Tennessee",47,011,46381.0,39.2,38.0,40.3,94641.0,5132.0,141.0,1180.0,32.0,1009.0,758.0,17398.0,5217.0,10357.0,5576.0,9433.0,860.0,694.0
"Meigs County, Tennessee",47,121,39786.0,44.4,44.2,44.5,11353.0,161.0,34.0,26.0,0.0,0.0,114.0,3318.0,611.0,1019.0,582.0,419.0,115.0,15.0
"Hamblen County, Tennessee",47,063,42042.0,40.3,38.8,42.0,55776.0,2551.0,104.0,614.0,10.0,2708.0,749.0,13797.0,4024.0,4806.0,2876.0,4580.0,410.0,205.0
"Haywood County, Tennessee",47,075,36118.0,40.0,38.9,42.2,8156.0,8973.0,0.0,15.0,16.0,565.0,104.0,4807.0,807.0,1444.0,564.0,966.0,85.0,67.0
"Houston County, Tennessee",47,083,41820.0,43.6,41.5,44.6,7613.0,331.0,43.0,25.0,0.0,0.0,68.0,2226.0,421.0,538.0,214.0,474.0,12.0,24.0
"Maury County, Tennessee",47,119,52080.0,38.9,37.8,40.1,73618.0,10146.0,358.0,814.0,16.0,989.0,553.0,17495.0,4335.0,9498.0,5457.0,8403.0,781.0,290.0
"Union County, Tennessee",47,173,40132.0,42.0,40.7,43.0,18753.0,84.0,6.0,26.0,29.0,31.0,163.0,4954.0,1331.0,1415.0,693.0,729.0,51.0,40.0
"Hardin County, Tennessee",47,071,39092.0,45.3,43.7,46.6,24324.0,943.0,21.0,269.0,25.0,32.0,231.0,6709.0,1281.0,2501.0,974.0,1568.0,155.0,16.0
"Montgomery County, Tennessee",47,125,53737.0,30.5,29.7,31.3,137159.0,37711.0,1069.0,4194.0,769.0,2715.0,1200.0,28834.0,5894.0,22502.0,10773.0,21201.0,1021.0,923.0
"Dickson County, Tennessee",47,043,47398.0,39.5,38.5,40.8,47548.0,2030.0,202.0,211.0,0.0,221.0,486.0,11976.0,3116.0,4533.0,1848.0,3379.0,321.0,285.0
"Morgan County, Tennessee",47,129,40707.0,41.2,39.5,44.2,20379.0,1080.0,28.0,3.0,2.0,64.0,218.0,5787.0,2113.0,1540.0,1007.0,742.0,23.0,38.0
"Grundy County, Tennessee",47,061,31919.0,43.0,41.5,44.2,11000.0,64.0,16.0,22.0,10.0,13.0,166.0,3090.0,719.0,894.0,632.0,647.0,20.0,66.0
"Monroe County, Tennessee",47,123,36931.0,43.0,41.2,44.4,43205.0,900.0,421.0,165.0,51.0,237.0,438.0,9936.0,3288.0,3883.0,2356.0,2407.0,287.0,90.0
"Henry County, Tennessee",47,079,40415.0,45.3,44.1,46.8,28844.0,2889.0,66.0,33.0,0.0,77.0,186.0,8739.0,2113.0,2627.0,1019.0,2074.0,174.0,223.0
"Cocke County, Tennessee",47,029,32027.0,44.7,44.0,45.5,33462.0,736.0,228.0,0.0,9.0,52.0,305.0,8891.0,2502.0,2731.0,1498.0,1793.0,254.0,88.0
"Crockett County, Tennessee",47,033,39692.0,40.0,39.4,40.7,11586.0,1927.0,35.0,22.0,0.0,670.0,128.0,3315.0,770.0,1276.0,569.0,805.0,33.0,51.0
"DeKalb County, Tennessee",47,041,40690.0,40.9,38.8,43.4,18244.0,265.0,45.0,120.0,20.0,384.0,88.0,4759.0,1147.0,1361.0,904.0,1214.0,105.0,136.0
"Lake County, Tennessee",47,095,31993.0,40.2,37.7,45.1,5166.0,2234.0,8.0,14.0,4.0,66.0,105.0,1526.0,1092.0,614.0,203.0,306.0,28.0,2.0
"Knox County, Tennessee",47,093,52458.0,37.3,36.0,38.7,386348.0,40131.0,1373.0,9710.0,242.0,4808.0,2183.0,64606.0,13302.0,43515.0,23705.0,66004.0,8011.0,7245.0
"Lewis County, Tennessee",47,101,37092.0,44.7,43.3,46.1,11371.0,143.0,0.0,319.0,0.0,59.0,0.0,2782.0,874.0,1270.0,657.0,711.0,68.0,7.0
"McMinn County, Tennessee",47,107,39990.0,42.6,42.3,43.0,48627.0,1875.0,117.0,302.0,28.0,417.0,326.0,13011.0,3016.0,4157.0,2808.0,3647.0,301.0,243.0
"Marshall County, Tennessee",47,117,46837.0,39.3,38.3,40.6,28498.0,2414.0,8.0,139.0,0.0,284.0,238.0,7540.0,1915.0,2854.0,1683.0,2104.0,192.0,71.0
"Obion County, Tennessee",47,131,38063.0,42.6,42.2,43.2,26124.0,3171.0,81.0,102.0,11.0,534.0,325.0,7186.0,1879.0,2869.0,1081.0,2179.0,276.0,91.0
"Rhea County, Tennessee",47,143,39368.0,40.7,39.9,41.2,30751.0,720.0,91.0,130.0,0.0,162.0,422.0,5933.0,2180.0,3083.0,1392.0,2011.0,221.0,88.0
"Scott County, Tennessee",47,151,31875.0,38.7,37.9,39.6,21538.0,117.0,92.0,0.0,0.0,21.0,284.0,5288.0,1447.0,1797.0,939.0,650.0,130.0,53.0
"Tipton County, Tennessee",47,167,57212.0,37.3,36.3,39.0,47941.0,11040.0,307.0,480.0,113.0,272.0,266.0,13426.0,2813.0,6525.0,3021.0,3826.0,374.0,67.0
"Anderson County, Tennessee",47,001,47206.0,43.3,41.5,44.9,69150.0,2592.0,99.0,1043.0,48.0,595.0,693.0,14093.0,3872.0,7815.0,3738.0,7217.0,772.0,1233.0
"Dyer County, Tennessee",47,045,44386.0,40.5,38.9,42.3,31107.0,5131.0,150.0,269.0,41.0,260.0,346.0,7363.0,2536.0,2934.0,1984.0,2959.0,268.0,197.0
"Fentress County, Tennessee",47,049,32616.0,44.8,42.9,45.6,17544.0,32.0,21.0,76.0,0.0,67.0,111.0,4353.0,1286.0,1315.0,655.0,936.0,106.0,40.0
"Gibson County, Tennessee",47,053,41315.0,40.3,38.4,41.4,38542.0,8746.0,244.0,177.0,67.0,276.0,413.0,10453.0,2225.0,4707.0,2129.0,3751.0,359.0,166.0
"Hamilton County, Tennessee",47,065,50273.0,39.5,38.0,40.9,267357.0,69258.0,540.0,7165.0,143.0,3478.0,2621.0,57669.0,11095.0,39826.0,20365.0,48601.0,4958.0,2632.0
"Hardeman County, Tennessee",47,069,36686.0,40.5,38.1,44.2,14444.0,10711.0,74.0,187.0,0.0,71.0,139.0,6548.0,2167.0,1865.0,852.0,1233.0,93.0,23.0
"Loudon County, Tennessee",47,105,55431.0,47.1,45.7,48.0,48513.0,656.0,74.0,331.0,0.0,651.0,532.0,10358.0,2218.0,4841.0,2492.0,5991.0,547.0,558.0
"Polk County, Tennessee",47,139,42307.0,44.9,43.9,45.7,16154.0,44.0,42.0,41.0,0.0,125.0,199.0,3640.0,1260.0,1551.0,992.0,798.0,107.0,23.0
"Rutherford County, Tennessee",47,149,62149.0,33.1,32.1,34.3,234267.0,41971.0,651.0,9230.0,38.0,3274.0,1789.0,43427.0,9490.0,30370.0,14411.0,41285.0,2490.0,2153.0
"Smith County, Tennessee",47,159,44275.0,41.2,40.1,42.5,18292.0,416.0,117.0,13.0,0.0,154.0,115.0,5064.0,1266.0,1360.0,827.0,903.0,93.0,124.0
"White County, Tennessee",47,185,37654.0,43.4,41.3,44.8,25373.0,433.0,8.0,6.0,0.0,10.0,206.0,6831.0,1493.0,2619.0,878.0,1511.0,118.0,102.0
"Wilson County, Tennessee",47,189,66123.0,40.2,39.3,41.0,113930.0,8823.0,418.0,1982.0,160.0,1683.0,537.0,22325.0,3861.0,13267.0,7495.0,18391.0,1066.0,716.0
"Sullivan County, Tennessee",47,163,42251.0,44.7,43.4,46.1,148136.0,2977.0,208.0,875.0,91.0,1077.0,1117.0,31146.0,9023.0,15326.0,9089.0,15032.0,1644.0,1445.0
"Unicoi County, Tennessee",47,171,36576.0,45.9,44.4,47.8,17361.0,86.0,13.0,90.0,0.0,123.0,185.0,4290.0,1066.0,1865.0,1042.0,1329.0,97.0,101.0
"Warren County, Tennessee",47,177,36765.0,40.1,38.9,40.7,37027.0,505.0,61.0,231.0,142.0,825.0,413.0,9300.0,2386.0,2948.0,1344.0,2352.0,308.0,156.0
"Washington County, Tennessee",47,179,44180.0,39.8,39.2,40.5,115706.0,5057.0,490.0,2005.0,7.0,625.0,736.0,20895.0,5034.0,13184.0,5534.0,16158.0,1688.0,2056.0
"Weakley County, Tennessee",47,183,36550.0,38.1,36.0,40.1,29837.0,2933.0,78.0,43.0,17.0,306.0,210.0,6769.0,1650.0,2795.0,834.0,2868.0,156.0,290.0
"Benton County, Tennessee",47,005,33702.0,46.5,45.5,47.4,15368.0,556.0,55.0,21.0,0.0,13.0,170.0,4519.0,1139.0,1252.0,574.0,976.0,72.0,85.0
"Bledsoe County, Tennessee",47,007,40450.0,44.5,43.9,46.8,13093.0,582.0,170.0,43.0,0.0,79.0,325.0,2969.0,1464.0,1079.0,669.0,791.0,65.0,31.0
"Campbell County, Tennessee",47,013,35377.0,43.5,42.1,44.7,38913.0,216.0,116.0,154.0,0.0,59.0,469.0,9379.0,2401.0,3531.0,1474.0,2115.0,255.0,78.0
"Cannon County, Tennessee",47,015,47457.0,41.7,41.3,42.0,13306.0,202.0,65.0,12.0,0.0,35.0,108.0,3923.0,752.0,1385.0,493.0,791.0,70.0,42.0
"Coffee County, Tennessee",47,031,46614.0,40.2,39.1,40.9,49185.0,1178.0,257.0,502.0,0.0,984.0,351.0,10734.0,3188.0,5360.0,2583.0,4414.0,321.0,253.0
"Fayette County, Tennessee",47,047,57919.0,44.8,43.4,46.1,27554.0,10908.0,122.0,273.0,2.0,266.0,351.0,8225.0,1537.0,4661.0,1835.0,4233.0,212.0,217.0
"Hancock County, Tennessee",47,067,29619.0,44.6,44.0,45.9,6471.0,31.0,46.0,19.0,0.0,5.0,59.0,1661.0,372.0,574.0,230.0,273.0,18.0,47.0
"Hawkins County, Tennessee",47,073,38728.0,44.2,42.7,45.4,54182.0,755.0,108.0,280.0,14.0,276.0,438.0,13802.0,3663.0,4889.0,2941.0,3582.0,354.0,169.0
"Johnson County, Tennessee",47,091,32994.0,45.7,43.0,48.7,16622.0,680.0,85.0,71.0,0.0,163.0,158.0,4312.0,1234.0,1693.0,1030.0,1029.0,65.0,32.0
"Lincoln County, Tennessee",47,103,42153.0,43.3,41.1,45.1,30122.0,2320.0,82.0,161.0,0.0,38.0,276.0,7791.0,1916.0,2561.0,1522.0,2865.0,116.0,120.0
"Macon County, Tennessee",47,111,35533.0,38.6,37.0,40.4,22299.0,100.0,91.0,62.0,37.0,191.0,194.0,5447.0,1980.0,1457.0,1030.0,871.0,118.0,55.0
"Moore County, Tennessee",47,127,51671.0,45.1,42.2,46.2,5892.0,110.0,101.0,125.0,0.0,0.0,24.0,1609.0,270.0,495.0,335.0,595.0,38.0,31.0
"Robertson County, Tennessee",47,147,57424.0,38.7,37.6,39.6,60528.0,4945.0,278.0,353.0,67.0,1175.0,390.0,14961.0,3318.0,5944.0,3703.0,5617.0,310.0,273.0
"Franklin County, Tennessee",47,051,46882.0,41.5,39.4,42.7,37334.0,2043.0,88.0,265.0,23.0,541.0,342.0,8637.0,2223.0,3230.0,2230.0,3446.0,417.0,394.0
"Blount County, Tennessee",47,009,51172.0,43.2,41.6,44.5,119729.0,3257.0,432.0,868.0,110.0,181.0,775.0,26291.0,5452.0,12782.0,7817.0,13897.0,1648.0,888.0
"Cheatham County, Tennessee",47,021,56150.0,40.5,40.0,40.9,37755.0,516.0,80.0,228.0,110.0,360.0,96.0,8501.0,1943.0,3862.0,2105.0,3514.0,170.0,220.0
"Carter County, Tennessee",47,019,34625.0,44.4,42.9,46.1,54618.0,785.0,170.0,212.0,0.0,29.0,371.0,13362.0,3427.0,6177.0,2176.0,4166.0,324.0,234.0
"Grainger County, Tennessee",47,057,40088.0,44.2,43.0,45.5,22457.0,87.0,72.0,69.0,0.0,1.0,181.0,6003.0,1413.0,1784.0,1312.0,1269.0,98.0,101.0
"Giles County, Tennessee",47,055,43925.0,43.1,42.5,43.8,25099.0,2837.0,14.0,169.0,0.0,190.0,241.0,7230.0,1901.0,2741.0,1201.0,1973.0,180.0,121.0
"Lauderdale County, Tennessee",47,097,35551.0,38.0,36.0,40.2,16472.0,8936.0,149.0,110.0,0.0,250.0,297.0,5708.0,2292.0,2286.0,817.0,954.0,145.0,33.0
"Lawrence County, Tennessee",47,099,41522.0,39.6,38.2,41.1,40539.0,816.0,98.0,187.0,9.0,372.0,385.0,9750.0,2723.0,3389.0,1922.0,2035.0,421.0,73.0
"Madison County, Tennessee",47,113,44496.0,37.9,36.6,39.5,58161.0,36431.0,74.0,1047.0,0.0,495.0,694.0,18817.0,3333.0,9903.0,4532.0,11038.0,1019.0,1111.0
"Marion County, Tennessee",47,115,45366.0,43.2,41.8,44.5,26477.0,534.0,75.0,117.0,0.0,51.0,318.0,6158.0,1607.0,3436.0,1433.0,1716.0,175.0,88.0
"Overton County, Tennessee",47,133,36052.0,42.6,41.4,43.7,21470.0,146.0,29.0,62.0,37.0,7.0,269.0,5651.0,1368.0,1460.0,741.0,1298.0,151.0,33.0
"Pickett County, Tennessee",47,137,39313.0,49.8,48.1,51.1,4947.0,41.0,0.0,0.0,0.0,0.0,89.0,1400.0,216.0,384.0,340.0,185.0,27.0,15.0
"Sumner County, Tennessee",47,165,61584.0,39.6,38.4,40.7,155391.0,12091.0,582.0,2257.0,140.0,1963.0,1119.0,30883.0,6611.0,18553.0,9606.0,21302.0,1667.0,988.0
"Wayne County, Tennessee",47,181,34299.0,41.9,38.7,46.5,15375.0,942.0,54.0,244.0,0.0,31.0,125.0,4240.0,1238.0,1473.0,462.0,781.0,123.0,120.0
"Trousdale County, Tennessee",47,169,41776.0,37.5,34.2,42.8,7543.0,999.0,12.0,26.0,0.0,0.0,109.0,1976.0,421.0,820.0,262.0,645.0,27.0,12.0
"Williamson County, Tennessee",47,187,103543.0,39.0,38.3,39.6,189989.0,8904.0,369.0,8507.0,84.0,906.0,605.0,17275.0,2469.0,16688.0,8711.0,50465.0,4830.0,3452.0
"Bedford County, Tennessee",47,003,47117.0,37.2,35.4,39.2,39425.0,3176.0,54.0,175.0,33.0,2321.0,498.0,9830.0,2762.0,3576.0,1813.0,3360.0,256.0,130.0
"Clay County, Tennessee",47,027,30801.0,47.6,45.7,49.4,7396.0,165.0,56.0,35.0,0.0,8.0,59.0,2128.0,402.0,499.0,279.0,368.0,81.0,20.0
"Greene County, Tennessee",47,059,38266.0,44.3,42.9,45.6,64874.0,1635.0,181.0,252.0,0.0,537.0,799.0,16290.0,4774.0,6106.0,2993.0,4743.0,385.0,213.0
"Cumberland County, Tennessee",47,035,40994.0,50.5,48.8,51.9,56417.0,383.0,345.0,336.0,0.0,111.0,327.0,12126.0,4620.0,5624.0,3342.0,5237.0,463.0,282.0
"Shelby County, Tennessee",47,157,48415.0,35.3,33.6,37.0,369814.0,500384.0,1567.0,23545.0,358.0,25794.0,6963.0,143041.0,21571.0,107992.0,38943.0,113166.0,13420.0,8619.0
"Van Buren County, Tennessee",47,175,43631.0,47.2,45.6,48.9,5517.0,17.0,0.0,0.0,0.0,0.0,40.0,1474.0,523.0,478.0,240.0,211.0,63.0,19.0
"Claiborne County, Tennessee",47,025,35428.0,42.7,40.4,44.1,30489.0,316.0,58.0,194.0,44.0,16.0,313.0,7525.0,1587.0,2988.0,1322.0,1679.0,195.0,245.0
"Henderson County, Tennessee",47,077,42711.0,41.2,40.7,41.6,24958.0,2227.0,0.0,47.0,0.0,116.0,340.0,6104.0,1665.0,2576.0,1339.0,1904.0,112.0,97.0
"Hickman County, Tennessee",47,081,39333.0,40.9,39.7,42.8,22590.0,1214.0,50.0,45.0,0.0,127.0,127.0,5754.0,1717.0,2224.0,989.0,1196.0,103.0,46.0
"Humphreys County, Tennessee",47,085,40998.0,42.1,41.0,43.0,17257.0,689.0,64.0,39.0,14.0,29.0,161.0,4553.0,1168.0,1905.0,613.0,921.0,59.0,38.0
"Jefferson County, Tennessee",47,089,45641.0,43.2,41.8,44.5,50483.0,951.0,99.0,343.0,12.0,223.0,384.0,11171.0,3072.0,5351.0,2782.0,3653.0,322.0,282.0
"Putnam County, Tennessee",47,141,37802.0,36.0,33.7,38.4,70997.0,1733.0,197.0,1006.0,26.0,389.0,615.0,14725.0,3412.0,6088.0,2386.0,7615.0,629.0,853.0
"Sequatchie County, Tennessee",47,153,51312.0,43.0,41.6,43.8,13082.0,26.0,48.0,0.0,0.0,49.0,31.0,3074.0,1139.0,1362.0,892.0,882.0,161.0,100.0
"Sevier County, Tennessee",47,155,44473.0,42.4,40.5,44.0,90116.0,662.0,334.0,734.0,12.0,1721.0,614.0,19638.0,4904.0,9959.0,5067.0,7853.0,737.0,394.0
"Stewart County, Tennessee",47,161,44090.0,43.6,42.8,45.4,12403.0,145.0,62.0,120.0,36.0,96.0,97.0,3300.0,706.0,1252.0,718.0,909.0,52.0,88.0
"Hardin County, Texas",48,199,56131.0,39.3,38.8,39.9,51450.0,3199.0,139.0,264.0,25.0,125.0,439.0,12180.0,2134.0,6714.0,3308.0,4357.0,172.0,213.0
"Haskell County, Texas",48,207,43529.0,43.4,37.8,50.0,5214.0,183.0,32.0,43.0,0.0,215.0,168.0,1148.0,279.0,518.0,190.0,377.0,24.0,13.0
"Howard County, Texas",48,227,50855.0,36.7,37.0,36.4,30456.0,2136.0,357.0,288.0,27.0,2017.0,459.0,5637.0,2930.0,3704.0,1629.0,2271.0,246.0,70.0
"Leon County, Texas",48,289,44875.0,44.7,42.6,46.2,15185.0,1263.0,103.0,126.0,31.0,163.0,157.0,3854.0,791.0,1781.0,719.0,1381.0,36.0,14.0
"Mills County, Texas",48,333,46318.0,47.3,46.7,47.9,4789.0,11.0,0.0,3.0,0.0,69.0,55.0,825.0,113.0,633.0,253.0,502.0,49.0,56.0
"Montague County, Texas",48,337,46592.0,44.0,43.3,44.9,18427.0,41.0,50.0,22.0,0.0,305.0,166.0,4068.0,867.0,2227.0,891.0,1461.0,121.0,71.0
"Newton County, Texas",48,351,40180.0,43.5,42.0,45.4,10927.0,3029.0,28.0,12.0,0.0,0.0,48.0,4142.0,595.0,1742.0,632.0,668.0,30.0,27.0
"Panola County, Texas",48,365,49704.0,38.7,38.1,39.8,19010.0,3859.0,12.0,150.0,10.0,282.0,141.0,4493.0,686.0,3259.0,1186.0,1599.0,72.0,157.0
"Reeves County, Texas",48,389,49390.0,35.4,35.2,35.7,11518.0,721.0,99.0,168.0,0.0,2085.0,375.0,2150.0,555.0,1308.0,406.0,683.0,72.0,31.0
"Sabine County, Texas",48,403,33561.0,52.1,50.7,53.8,9329.0,794.0,19.0,10.0,0.0,98.0,12.0,2812.0,622.0,1480.0,305.0,749.0,5.0,3.0
"Sherman County, Texas",48,421,54961.0,39.8,39.7,40.2,2806.0,9.0,7.0,0.0,0.0,177.0,73.0,410.0,111.0,300.0,91.0,340.0,0.0,18.0
"Swisher County, Texas",48,437,37883.0,35.6,34.5,37.2,6246.0,440.0,271.0,14.0,5.0,175.0,113.0,1447.0,286.0,913.0,206.0,507.0,9.0,5.0
"Hunt County, Texas",48,231,49319.0,37.9,37.1,38.8,71189.0,7094.0,760.0,1100.0,44.0,8242.0,596.0,16744.0,3871.0,9760.0,4126.0,7264.0,271.0,682.0
"Camp County, Texas",48,063,41811.0,36.8,34.8,39.5,9080.0,2140.0,49.0,40.0,0.0,1098.0,76.0,2412.0,692.0,1222.0,580.0,964.0,64.0,61.0
"Hansford County, Texas",48,195,40678.0,34.9,35.0,34.8,5098.0,17.0,6.0,0.0,0.0,355.0,101.0,718.0,212.0,602.0,130.0,426.0,4.0,15.0
"Guadalupe County, Texas",48,187,66187.0,36.7,35.6,38.0,109719.0,11675.0,475.0,2611.0,229.0,21544.0,1061.0,24673.0,4755.0,13015.0,8565.0,17245.0,723.0,729.0
"Clay County, Texas",48,077,46863.0,46.0,45.4,46.7,9802.0,59.0,139.0,29.0,0.0,115.0,108.0,2386.0,631.0,1294.0,456.0,953.0,33.0,33.0
"Hartley County, Texas",48,205,64427.0,39.8,39.7,39.9,4796.0,495.0,1.0,81.0,0.0,179.0,34.0,945.0,748.0,591.0,150.0,561.0,40.0,20.0
"Hill County, Texas",48,217,45970.0,42.5,41.3,43.2,30859.0,2303.0,384.0,106.0,70.0,744.0,297.0,6589.0,1491.0,3627.0,2022.0,2628.0,193.0,87.0
"Limestone County, Texas",48,293,40356.0,39.5,37.5,43.1,17887.0,4240.0,263.0,156.0,0.0,658.0,278.0,4472.0,994.0,2781.0,1000.0,1572.0,106.0,110.0
"Nacogdoches County, Texas",48,347,41482.0,30.6,30.0,30.9,49852.0,11603.0,498.0,1174.0,0.0,877.0,594.0,8871.0,1826.0,5736.0,2521.0,5756.0,528.0,669.0
"Parmer County, Texas",48,369,50410.0,34.1,32.4,35.0,8448.0,161.0,62.0,22.0,23.0,853.0,159.0,1838.0,216.0,763.0,259.0,747.0,21.0,35.0
"Parker County, Texas",48,367,70608.0,39.6,38.8,40.4,117684.0,1739.0,891.0,628.0,74.0,2492.0,1169.0,18554.0,4843.0,14226.0,7090.0,16056.0,720.0,826.0
"Presidio County, Texas",48,377,26486.0,41.4,40.3,42.4,6544.0,0.0,77.0,358.0,0.0,212.0,263.0,763.0,59.0,379.0,36.0,608.0,56.0,0.0
"Val Verde County, Texas",48,465,44609.0,31.7,30.3,33.7,45317.0,664.0,119.0,283.0,48.0,1819.0,1399.0,5767.0,1722.0,3510.0,1692.0,3772.0,153.0,230.0
"Culberson County, Texas",48,109,33125.0,41.2,43.6,35.7,1885.0,8.0,0.0,6.0,0.0,328.0,92.0,441.0,89.0,227.0,56.0,104.0,2.0,9.0
"Ector County, Texas",48,135,59528.0,30.3,29.5,31.3,128171.0,6858.0,804.0,1681.0,26.0,13465.0,1967.0,20816.0,6316.0,15002.0,5591.0,10084.0,707.0,276.0
"Garza County, Texas",48,169,53832.0,40.1,38.0,42.7,5716.0,307.0,20.0,38.0,0.0,528.0,89.0,1148.0,251.0,595.0,102.0,412.0,16.0,5.0
"Glasscock County, Texas",48,173,64886.0,38.3,31.8,43.9,1096.0,0.0,0.0,0.0,0.0,324.0,17.0,212.0,8.0,159.0,49.0,187.0,0.0,3.0
"Grimes County, Texas",48,185,49745.0,40.4,39.1,41.7,21088.0,4323.0,323.0,28.0,0.0,942.0,285.0,5056.0,1605.0,3385.0,977.0,1703.0,64.0,47.0
