47,14752.0
95,17636.0
111,16868.0
113,16561.0
131,14275.0
135,29672.0
137,24583.0
147,16261.0
151,15586.0
3,16199.0
25,24229.0
29,19986.0
41,20389.0
43,19110.0
51,29354.0
89,19377.0
19,15694.0
107,14296.0
129,18589.0
11,18765.0
37,18998.0
39,14432.0
45,13523.0
71,16333.0
73,15615.0
81,12820.0
85,20587.0
119,22584.0
127,21677.0
143,18053.0
145,18900.0
93,13462.0
9,18387.0
59,14988.0
77,18533.0
79,13896.0
121,15736.0
1,11680.0
27,17579.0
55,12653.0
67,19674.0
91,18191.0
103,18976.0
105,18069.0
125,15036.0
141,15931.0
13,17289.0
15,15689.0
33,18663.0
54,16919.0
65,17770.0
69,18735.0
75,20228.0
101,18739.0
97,14642.0
133,16816.0
139,31202.0
115,16082.0
57,15296.0
99,13413.0
49,23355.0
63,32625.0
123,16246.0
17,17113.0
87,17273.0
153,14451.0
61,34060.0
5,16821.0
23,16461.0
53,18941.0
83,14404.0
109,14512.0
117,18292.0
149,19893.0
7,16733.0
21,25528.0
31,29082.0
35,20442.0
99,26036.0
79,43779.0
81,47564.0
93,35719.0
107,36220.0
119,21663.0
73,49321.0
23,32122.0
59,39501.0
91,32255.0
113,38988.0
19,40041.0
39,39467.0
41,38937.0
47,30065.0
77,44888.0
85,29785.0
87,32308.0
83,52831.0
117,74063.0
115,53483.0
133,35362.0
3,52562.0
43,40997.0
51,54981.0
69,42803.0
71,39281.0
121,39219.0
125,50513.0
129,42185.0
27,37287.0
31,49821.0
103,47529.0
109,35684.0
21,43501.0
33,45477.0
37,34792.0
45,44711.0
65,34679.0
55,42064.0
49,38842.0
53,35026.0
75,36016.0
111,39485.0
13,36326.0
97,45802.0
35,30434.0
105,22973.0
127,38872.0
29,37396.0
63,20954.0
5,33368.0
7,43404.0
11,29655.0
15,43686.0
17,37342.0
25,33827.0
57,36541.0
101,46545.0
95,41104.0
9,47412.0
67,45569.0
89,61318.0
1,55317.0
123,42181.0
61,39293.0
131,27012.0
150,74167.0
68,83295.0
261,86019.0
122,65279.0
16,85192.0
60,79500.0
188,61533.0
50,53853.0
185,77266.0
220,70765.0
90,76250.0
130,67321.0
170,74887.0
282,64583.0
180,53821.0
70,58708.0
100,70640.0
110,90749.0
164,45208.0
240,63866.0
290,37819.0
20,82271.0
13,66607.0
198,52114.0
275,56094.0
105,57900.0
230,70673.0
195,63490.0
158,36468.0
19,48676.0
13,58580.0
7,41179.0
9,48173.0
23,39630.0
3,47847.0
12,36479.0
15,41567.0
1,32360.0
5,53523.0
25,48259.0
27,43253.0
11,56298.0
17,38798.0
21,52628.0
145,44074.0
99,36995.0
123,33102.0
119,48850.0
21,32219.0
37,41081.0
39,35794.0
43,36092.0
27,37072.0
121,35930.0
125,58985.0
141,34428.0
9,40727.0
65,39135.0
63,39945.0
79,38873.0
83,37982.0
53,49968.0
35,38558.0
47,39472.0
45,50316.0
109,36893.0
69,37630.0
89,36113.0
97,35252.0
127,37396.0
129,36716.0
131,40932.0
33,43504.0
7,61271.0
17,32412.0
59,40626.0
71,35758.0
77,27901.0
87,42894.0
41,27036.0
49,36051.0
61,34851.0
51,41672.0
93,36417.0
115,40668.0
117,41244.0
139,41106.0
147,30097.0
23,42312.0
25,44840.0
67,32783.0
57,38701.0
135,31792.0
137,33091.0
143,47452.0
55,45566.0
5,40072.0
3,36407.0
31,45672.0
73,32500.0
105,46168.0
149,39696.0
107,26652.0
111,37487.0
133,43675.0
13,37225.0
19,37144.0
11,36310.0
75,37603.0
95,31584.0
113,33870.0
29,39638.0
103,32136.0
101,38134.0
1,38532.0
81,36963.0
85,57290.0
15,39686.0
91,41862.0
49,39296.0
47,46338.0
33,40446.0
43,51385.0
115,51776.0
13,88456.0
27,51500.0
35,54083.0
99,54260.0
83,68023.0
97,71769.0
103,42512.0
25,44779.0
51,60595.0
69,80760.0
1,85743.0
67,60239.0
17,74885.0
55,79637.0
73,70588.0
53,63249.0
75,96265.0
91,44190.0
107,44871.0
113,61621.0
23,43718.0
57,60610.0
3,63438.0
39,48210.0
45,46528.0
87,73663.0
105,36563.0
37,61015.0
65,60807.0
71,57156.0
85,106761.0
41,104703.0
61,80488.0
93,40884.0
89,47258.0
95,72950.0
15,41287.0
11,56481.0
21,46260.0
7,46516.0
31,49742.0
63,50266.0
79,67175.0
19,48730.0
29,50826.0
59,81851.0
111,81972.0
9,54800.0
101,54347.0
81,105667.0
109,54325.0
77,57813.0
5,60636.0
23,29000.0
1,64087.0
21,35657.0
27,41330.0
35,111154.0
37,83803.0
65,46176.0
67,62533.0
81,53010.0
97,67755.0
105,38534.0
17,54907.0
11,32500.0
25,35292.0
33,40352.0
111,46397.0
57,45994.0
69,64980.0
75,44876.0
83,45645.0
113,62243.0
119,66809.0
125,44668.0
13,75669.0
39,92849.0
71,40586.0
73,44725.0
19,68534.0
107,67472.0
117,73538.0
3,36315.0
29,42487.0
43,44712.0
101,42386.0
85,44865.0
87,51456.0
93,61644.0
109,34765.0
77,51971.0
99,41740.0
53,53056.0
41,62535.0
121,51458.0
49,66489.0
5,69553.0
89,35051.0
95,50076.0
7,48016.0
31,60098.0
61,39250.0
55,35801.0
9,35898.0
15,53762.0
47,72544.0
63,45881.0
45,66503.0
51,52651.0
59,75170.0
79,50385.0
91,61333.0
103,57991.0
115,49583.0
123,66489.0
9,64872.0
5,76438.0
3,69936.0
15,62553.0
11,69411.0
7,81673.0
13,81312.0
1,89773.0
113,62731.0
14,85639.0
3,68336.0
5,57901.0
